V1,V2,weight
167,75,6
167,78,1
167,81,41
167,83,52
167,86,1
167,88,637
167,93,3
167,94,1
167,110,3
167,112,4
167,115,492
167,116,1
167,120,114
167,122,1
167,124,1
167,126,1
167,128,4
167,129,3
167,131,24
167,135,4
167,143,7
167,146,2
167,147,729
167,151,3
167,153,6
167,154,578
167,155,35
167,158,1
167,164,22
167,168,1
167,170,966
167,172,1231
167,179,105
167,180,8
168,7,44
168,8,109
168,10,21
168,11,287
168,12,15
168,16,1089
168,17,122
168,20,1
168,23,3
168,25,1
168,32,1314
168,36,1
168,42,12
168,43,5
168,46,29
168,47,444
168,50,15
168,57,59
168,60,10
168,61,1038
168,64,668
168,65,320
168,67,85
168,75,17
168,76,12
168,81,103
168,83,1870
168,86,1
168,87,1
168,90,10
168,91,1
168,96,60
168,97,6
168,102,78
168,103,3
168,104,5
168,108,2
168,112,1
168,115,39
168,116,2
168,120,1
168,123,2
168,126,11
168,128,41
168,129,134
168,131,4
168,132,102
168,133,37
168,134,311407
168,140,9
168,143,18
168,144,2
168,147,8
168,149,2
168,154,133
168,155,16
168,157,2
168,159,1
168,162,2
168,164,1
168,170,85
168,172,1486
168,173,11
169,10,5
169,17,1
169,25,1
169,32,29
169,100,2
169,120,1
169,154,1
169,158,1
169,164,1
169,170,15
169,172,42
170,10,6
170,32,60
170,38,2
170,65,12
170,147,1
170,154,6
170,172,44
171,4,4
171,10,12
171,11,2
171,17,62
171,23,5
171,25,3
171,32,257
171,34,1
171,50,2
171,54,1
171,58,2
171,60,5
171,61,3
171,62,2
171,65,13
171,67,10
171,75,1
171,81,9
171,83,19
171,88,8
171,97,2
171,115,6
171,120,3
171,123,1
171,126,1
171,132,1
171,146,70
171,147,50
171,151,1
171,153,2
171,154,28
171,155,15
171,158,3
171,167,3
171,170,65
171,172,146
171,179,1
171,180,1
172,7,4
172,10,15
172,11,1
172,23,1
172,32,4573
172,53,6
172,61,1
172,65,159
172,75,2
172,104,1
172,115,1
172,120,3
172,123,1
172,128,2
172,134,5
172,154,21
172,155,1
172,170,35
173,17,1
173,23,1
173,32,73
173,53,1
173,61,1
173,65,2
173,83,4
173,97,1
173,155,1
173,172,6
174,2,4
174,10,26
174,11,140
174,17,22
174,32,271
174,42,1
174,43,3
174,46,4
174,47,99
174,50,11
174,53,4
174,54,2
174,60,17
174,61,216
174,65,78
174,66,2
174,67,13
174,75,7
174,76,1
174,77,3
174,79,7
174,81,23
174,83,7
174,87,26
174,90,26
174,91,12
174,96,15
174,97,1
174,102,2
174,115,135
174,116,2
174,120,200
174,122,7
174,128,12
174,129,1
174,131,8
174,132,9
174,134,98
174,138,1
174,144,1
174,149,10
174,154,998
174,155,54
174,157,2
174,158,3
174,164,66
174,168,59
174,170,64
174,172,1431
174,178,2
175,10,1
176,7,1
176,10,9
176,17,6
176,20,1
176,23,17
176,32,729
176,40,39
176,42,141
176,47,3
176,53,7
176,60,4
176,61,32
176,65,6
176,74,1
176,81,2
176,83,33
176,102,1
176,104,37
176,123,28
176,126,83
176,149,43
176,154,5
176,155,3
176,170,27
176,172,6193
176,173,3
177,10,94
177,11,32
177,17,42
177,23,4
177,28,9
177,30,45
177,32,114
177,37,300896
177,38,2
177,46,1
177,47,70
177,53,3
177,60,3
177,61,8132
177,65,1357
177,67,7
177,75,8
177,81,7
177,83,8
177,85,19
177,96,1
177,97,1
177,100,2
177,115,15
177,116,8
177,120,14
177,125,6
177,126,1
177,127,8
177,128,15
177,133,1
177,143,1
177,149,3
177,154,76
177,155,1130
177,158,201
177,168,5
177,170,533
177,172,266
177,178,15
178,3,3
178,7,15
178,8,3
178,10,13
178,11,30
178,12,3
178,14,9
178,16,13
178,17,27
178,28,3
178,32,215
178,35,1
178,37,2
178,44,11
178,46,3
178,50,3
178,51,6157
178,54,54
178,57,1
178,58,1088
178,60,10
178,61,63
178,65,140
178,67,6
178,75,10
178,77,5
178,78,6
178,81,5
178,83,58
178,86,47
178,87,1
178,88,5
178,92,7
178,96,1
178,100,55
178,108,1
178,109,461
178,115,74
178,116,2
178,120,181
178,128,3
178,129,2
178,131,5
178,132,3
178,134,41
178,138,4
178,143,1
178,144,3
178,146,5183
178,147,2
178,149,5
178,150,1
178,151,7
178,154,610
178,155,323
178,156,52
178,158,5
178,164,101
178,167,3
178,168,2
178,170,292
178,172,457
179,4,7
179,10,9
179,11,3
179,17,1
179,25,1
179,27,1
179,32,48
179,50,1
179,61,1
179,65,6
179,67,1
179,81,5
179,83,29
179,115,8
179,120,2
179,126,1
179,147,90
179,154,9
179,167,1
179,170,64
179,172,54
179,180,2
180,7,2
180,10,1009
180,11,23
180,17,1
180,22,678
180,23,4
180,25,1
180,32,2368
180,43,1
180,50,8
180,53,5
180,54,9
180,60,1
180,61,34
180,65,46
180,67,4
180,75,4
180,81,191
180,82,1
180,88,4
180,93,6
180,96,1
180,100,3
180,112,42
180,115,43
180,116,40
180,120,19
180,123,2
180,129,1
180,132,1
180,133,5
180,144,2
180,147,6358
180,149,2
180,153,7
180,154,31
180,155,18
180,168,1
180,170,9045
180,172,1316
180,173,1
180,179,6
